subj_idx,Participant Private ID,age_corrected,age_group,gender,worksit,education,edu_group,ideology,ideology_num,partisanship,conservative_rating,labour_rating,libdem_rating,green_rating,reform_rating,questionnaire_attention_check,attention_start,attention_end,crt_correct,dogmatism,affective_polarisation,m_climate,m_immigration,m_punishment,m_teaculture,m_brain,m_gender,m_discrimination,m_adoption,m_selfenhancement,m_cats,s_climate,s_immigration,s_punishment,s_teaculture,s_brain,s_gender,s_discrimination,s_adoption,s_selfenhancement,s_cats,ideo_group,ideo_strength,ideo_m_climate,ideo_m_adoption,ideo_m_punishment,ideo_m_gender,ideo_m_discrimination,ideo_m_immigration,ideo_m_teaculture,ideo_m_brain,ideo_m_cats,self_m_enhancement
347,11694699,30,25-31,male,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Left,2,Labour,0,27,9,2,15,passed,Yes,Yes,0,24,9.76933979345585,Neutral,Higher,Higher,Higher,Higher,Higher,Lower,Lower,Higher,Lower,,2,2,2,1,1,2,2,2,2,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
321,11694702,24,18-24,female,Unemployed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Left,2,Labour,11,51,63,70,0,passed,Yes,Yes,3,17,28.234730386529282,Higher,Lower,Neutral,Higher,Higher,Higher,Lower,Lower,Lower,Neutral,2,1,,2,1,2,2,2,1,,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
104,11694706,34,Above 32,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Moderate,4,Labour,24,69,52,25,36,passed,Yes,Yes,0,23,17.1743995528228,Higher,Neutral,Higher,Neutral,Higher,Neutral,Lower,Higher,Lower,Lower,2,,1,,1,,1,1,1,1,Moderate,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Higher
383,11694708,36,Above 32,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Left,2,Green,4,53,45,82,0,passed,Yes,Yes,2,20,30.992902413294562,Higher,Lower,Lower,Higher,Higher,Higher,Lower,Lower,Lower,Lower,1,2,2,1,1,2,1,2,1,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
89,11694709,27,25-31,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Extremely left,1,__other,0,14,15,32,0,passed,Yes,Yes,2,14,11.838918869558993,Higher,Lower,Lower,Higher,Higher,Higher,Lower,Lower,Higher,Lower,2,2,2,1,1,2,2,1,2,1,Left,3,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
319,11694710,33,Above 32,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Left,2,Labour,8,71,39,70,1,passed,Yes,Yes,1,23,29.606755985754333,Higher,Neutral,Lower,Higher,Neutral,Higher,Lower,Lower,Higher,Lower,2,,1,2,,2,2,2,1,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
86,11694713,32,Above 32,male,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Right,6,Conservative,90,20,1,19,0,passed,Yes,Yes,2,15,33.111931384321274,Higher,Neutral,Higher,Higher,Higher,Higher,Lower,Lower,Higher,Neutral,1,,2,1,1,2,2,2,1,,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
112,11694716,35,Above 32,female,Employed,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",ISCED 5-8,Left,2,Labour,10,75,50,75,0,passed,Yes,Yes,3,18,31.71750305430741,Higher,Lower,Neutral,Lower,Higher,Higher,Lower,Lower,Higher,Lower,1,1,,1,1,2,2,2,1,2,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
324,11694717,37,Above 32,male,Employed,__other,Other,Slightly right,5,Reform UK,40,13,27,0,63,passed,Yes,Yes,2,33,21.804586673450153,Neutral,Higher,Higher,Higher,Higher,Lower,Neutral,Lower,Higher,Neutral,,2,2,2,2,1,,1,1,,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
87,11694726,29,25-31,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Left,2,Liberal Democrat,14,72,93,62,2,passed,Yes,Yes,1,26,34.83446569132359,Higher,Neutral,Neutral,Higher,Neutral,Lower,Neutral,Lower,Neutral,Lower,1,,,1,,1,,2,,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
91,11694729,28,25-31,female,Self-employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Left,2,Liberal Democrat,0,35,81,83,3,passed,Yes,Yes,3,27,36.11980066390179,Higher,Lower,Neutral,Higher,Neutral,Higher,Lower,Lower,Neutral,Neutral,2,2,,1,,1,2,2,,,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
340,11694730,39,Above 32,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Right,6,Reform UK,50,35,20,25,75,passed,Yes,Yes,1,32,19.849433241279208,Higher,Higher,Higher,Higher,Higher,Higher,Lower,Higher,Lower,Higher,1,1,2,2,2,1,1,1,1,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
98,11694731,20,18-24,male,At university,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Extremely left,1,Labour,0,80,54,88,0,passed,Yes,Yes,2,18,37.95576372568467,Higher,Lower,Neutral,Higher,Higher,Higher,Lower,Lower,Higher,Lower,2,1,,1,2,2,2,2,2,2,Left,3,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
92,11694732,35,Above 32,male,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly left,3,Green,3,34,49,98,0,passed,Yes,Yes,2,20,35.773733380792116,Neutral,Lower,Lower,Neutral,Neutral,Higher,Lower,Lower,Higher,Lower,,1,1,,,1,1,1,2,1,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
332,11694733,37,Above 32,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly right,5,Conservative,47,0,0,24,35,passed,Yes,Yes,3,23,18.77658115845374,Lower,Higher,Higher,Neutral,Neutral,Neutral,Higher,Higher,Neutral,Lower,2,2,2,,,,2,2,,2,Right,1,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
94,11694734,37,Above 32,female,Working in the household,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Extremely left,1,Labour,0,50,40,50,0,passed,Yes,Yes,3,19,23.15167380558045,Higher,Lower,Lower,Lower,Neutral,Higher,Lower,Lower,Lower,Neutral,2,2,2,2,,2,2,2,1,,Left,3,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
362,11694743,28,25-31,female,Unemployed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Left,2,Labour,0,70,40,70,0,passed,Yes,Yes,1,23,31.368774282716245,Higher,Lower,Lower,Neutral,Neutral,Higher,Lower,Lower,Lower,Higher,2,2,1,,,2,2,2,1,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
109,11694744,24,18-24,male,At university,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Extremely left,1,Green,5,35,30,65,5,passed,Yes,Yes,3,16,22.271057451320086,Higher,Lower,Lower,Higher,Neutral,Higher,Lower,Lower,Neutral,Lower,2,1,2,1,,2,2,2,,1,Left,3,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
336,11694747,32,Above 32,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Left,2,Labour,0,90,40,19,0,passed,Yes,Yes,1,27,33.528495343513406,Higher,Lower,Higher,Higher,Neutral,Neutral,Lower,Higher,Lower,Higher,1,1,1,2,,,1,2,1,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
93,11694748,36,Above 32,female,Employed,Secondary school up to 16 years (GCSEs or equivalent),ISCED 0-2,Left,2,Labour,0,42,17,23,14,passed,Yes,Yes,0,37,13.673331708109767,Higher,Higher,Higher,Higher,Neutral,Neutral,Neutral,Lower,Lower,Neutral,1,2,1,2,,,,2,1,,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
96,11694749,26,25-31,other,Employed,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",ISCED 5-8,Left,2,Green,0,77,77,100,0,passed,Yes,Yes,1,11,42.31973534888894,Higher,Lower,Higher,Higher,Neutral,Higher,Lower,Lower,Lower,Lower,2,2,1,2,,2,2,2,1,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
338,11694753,27,25-31,female,Unemployed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Left,2,Labour,0,90,54,79,0,passed,Yes,Yes,0,25,38.239246854508004,Higher,Lower,Lower,Neutral,Neutral,Higher,Lower,Lower,Lower,Neutral,1,2,1,,,2,2,2,1,,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
333,11694755,25,25-31,male,Employed,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",ISCED 5-8,Left,2,Labour,10,40,30,44,0,passed,Yes,Yes,3,20,17.0926884953772,Higher,Neutral,Neutral,Neutral,Higher,Higher,Lower,Lower,Neutral,Lower,2,,,,1,1,2,2,,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
100,11694757,23,18-24,male,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Left,2,Labour,0,85,63,72,0,passed,Yes,Yes,1,26,36.60054644400818,Higher,Lower,Neutral,Higher,Neutral,Higher,Lower,Lower,Lower,Higher,2,2,,1,,1,2,2,1,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
334,11694762,25,25-31,female,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Left,2,Green,14,69,55,82,10,passed,Yes,Yes,2,20,29.072323608545638,Higher,Lower,Higher,Higher,Neutral,Higher,Lower,Lower,Higher,Lower,2,1,1,1,,2,1,2,1,2,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
102,11694764,25,25-31,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Left,2,Labour,7,73,23,69,0,passed,Yes,Yes,3,24,30.825963083089555,Higher,Lower,Lower,Higher,Neutral,Higher,Lower,Lower,Higher,Lower,1,1,1,1,,1,1,1,1,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
342,11694769,22,18-24,female,At university,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly left,3,Labour,5,70,30,30,0,passed,Yes,Yes,3,23,24.819347291981714,Higher,Lower,Neutral,Higher,Neutral,Higher,Lower,Lower,Lower,Neutral,2,1,,1,,2,1,2,2,,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
110,11694770,22,18-24,female,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly left,3,Labour,45,69,50,63,13,passed,Yes,Yes,3,26,19.51409746824075,Higher,Higher,Higher,Higher,Neutral,Higher,Neutral,Higher,Neutral,Lower,1,1,1,2,,1,,2,,1,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
339,11694776,33,Above 32,female,Self-employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly left,3,Liberal Democrat,0,75,85,75,0,passed,Yes,Yes,3,25,38.54867053479276,Higher,Neutral,Neutral,Higher,Neutral,Higher,Lower,Higher,Neutral,Neutral,2,,,1,,2,1,1,,,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
128,11694780,35,Above 32,male,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly left,3,Labour,51,86,40,50,46,passed,Yes,Yes,1,23,16.16910634512619,Higher,Higher,Lower,Higher,Higher,Higher,Lower,Higher,Lower,Lower,1,1,1,2,1,1,2,1,1,1,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
107,11694784,25,25-31,male,Self-employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Right,6,Reform UK,5,5,10,15,50,passed,Yes,Yes,0,28,16.911534525287763,Neutral,Higher,Higher,Higher,Higher,Neutral,Neutral,Higher,Neutral,Higher,,1,1,1,1,,,1,,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
106,11694786,22,18-24,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Left,2,Labour,10,95,90,95,0,passed,Yes,Yes,3,23,43.42810150121693,Higher,Lower,Lower,Lower,Lower,Higher,Lower,Lower,Neutral,Lower,2,2,2,1,1,2,2,2,,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
111,11694787,32,Above 32,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Left,2,Labour,9,87,68,47,21,passed,Yes,Yes,2,22,28.841636569376572,Higher,Lower,Lower,Higher,Higher,Lower,Lower,Lower,Lower,Lower,2,1,1,1,1,1,1,2,1,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
119,11694788,32,Above 32,female,Working in the household,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Left,2,Labour,0,73,58,95,0,passed,Yes,Yes,1,20,38.73706235635325,Higher,Lower,Lower,Neutral,Higher,Higher,Lower,Lower,Neutral,Neutral,2,1,2,,1,1,2,2,,,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
355,11694793,22,18-24,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Extremely left,1,Plaid Cymru,0,100,25,100,0,passed,Yes,,2,22,45.8257569495584,Higher,Lower,Higher,Higher,Neutral,Higher,Lower,Lower,Higher,Higher,2,2,1,2,,2,2,2,1,1,Left,3,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
352,11694794,27,25-31,male,Employed,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",ISCED 5-8,Left,2,Labour,22,96,48,94,3,passed,Yes,Yes,1,17,37.4571755475503,Higher,Lower,Neutral,Neutral,Higher,Higher,Lower,Higher,Lower,Neutral,2,1,,,1,2,2,1,1,,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
105,11694795,21,18-24,female,Unemployed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly left,3,Labour,9,64,48,40,1,passed,Yes,Yes,3,21,23.804201309852846,Higher,Lower,Lower,Neutral,Neutral,Higher,Lower,Lower,Higher,Lower,1,1,1,,,2,1,2,1,1,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
131,11694797,35,Above 32,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Left,2,Labour,15,69,40,62,2,passed,Yes,Yes,2,23,25.943014474035202,Higher,Lower,Lower,Higher,Neutral,Higher,Lower,Lower,Lower,Higher,2,1,1,1,,2,2,1,1,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
357,11694799,37,Above 32,female,At university,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",ISCED 5-8,Slightly left,3,Labour,4,90,54,71,2,passed,Yes,Yes,0,17,35.52126123886932,Higher,Lower,Lower,Higher,Neutral,Higher,Lower,Neutral,Higher,Lower,1,2,2,2,,2,1,,1,1,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
116,11694800,31,25-31,male,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Moderate,4,Labour,0,71,48,49,51,passed,Yes,Yes,2,17,23.472537144501445,Higher,Higher,Higher,Neutral,Higher,Lower,Lower,Neutral,Lower,Lower,1,1,2,,1,1,1,,1,2,Moderate,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Higher
108,11694801,26,25-31,male,Unemployed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Moderate,4,Labour,4,34,19,16,24,passed,Yes,Yes,2,28,9.830564581955606,Higher,Higher,Higher,Higher,Neutral,Lower,Lower,Higher,Higher,Lower,1,1,1,2,,1,1,1,1,2,Moderate,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Higher
348,11694804,21,18-24,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly left,3,Liberal Democrat,7,40,55,42,0,passed,Yes,Yes,1,15,21.40467238712146,Higher,Neutral,Higher,Neutral,Higher,Higher,Lower,Lower,Higher,Higher,1,,1,,1,2,2,2,1,1,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
114,11694811,33,Above 32,female,Unemployed,Secondary school up to 16 years (GCSEs or equivalent),ISCED 0-2,Left,2,Green,0,35,24,88,6,passed,Yes,Yes,3,22,31.302396074422163,Higher,Higher,Neutral,Higher,Higher,Higher,Lower,Lower,Neutral,Lower,2,2,,1,1,2,1,2,,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
115,11694812,31,25-31,male,Employed,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",ISCED 5-8,Left,2,Liberal Democrat,25,60,65,35,10,passed,Yes,Yes,1,15,20.83266665599966,Higher,Higher,Lower,Lower,Higher,Neutral,Lower,Lower,Higher,Neutral,2,1,2,2,2,,1,2,1,,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
359,11694816,28,25-31,female,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Left,2,Liberal Democrat,4,80,100,100,0,passed,Yes,Yes,2,16,45.35372090578677,Higher,Lower,Neutral,Neutral,Higher,Higher,Lower,Lower,Lower,Lower,2,1,,,1,2,2,2,2,2,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
349,11694817,36,Above 32,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Left,2,Liberal Democrat,18,75,85,68,1,passed,Yes,Yes,1,21,33.45803341501111,Higher,Lower,Lower,Neutral,Higher,Higher,Lower,Lower,Higher,Lower,2,2,1,,1,2,2,2,2,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
360,11694818,30,25-31,male,At university,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Extremely left,1,Green,0,40,30,75,1,passed,Yes,Yes,3,19,27.794963572561127,Higher,Lower,Lower,Higher,Higher,Higher,Lower,Lower,Lower,Lower,2,2,2,1,1,2,2,2,1,1,Left,3,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
361,11694820,32,Above 32,male,Employed,"Ph.D, D.Phil or equivalent",ISCED 5-8,Slightly left,3,Labour,0,83,82,78,0,passed,Yes,Yes,2,18,39.71699887957296,Higher,Lower,Neutral,Neutral,Higher,Higher,Lower,Lower,Higher,Neutral,2,1,,,2,1,2,1,1,,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
113,11694821,29,25-31,male,Self-employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Left,2,Green,0,42,35,95,0,passed,Yes,Yes,0,31,34.9204810963423,Higher,Lower,Higher,Higher,Neutral,Higher,Lower,Lower,Lower,Lower,1,1,1,1,,1,1,2,1,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
123,11694822,18,18-24,female,At university,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Left,2,Green,10,67,55,89,1,passed,Yes,Yes,3,21,33.70222544580699,Higher,Lower,Lower,Neutral,Higher,Higher,Lower,Lower,Lower,Lower,2,1,1,,1,2,2,2,1,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
140,11694866,31,25-31,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Left,2,SNP,0,80,80,100,0,passed,Yes,Yes,2,14,43.08131845707603,Higher,Lower,Lower,Neutral,Higher,Higher,Lower,Lower,Neutral,Neutral,2,1,2,,1,2,1,2,,,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
356,11694867,30,25-31,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Extremely left,1,Green,0,10,60,100,0,passed,Yes,Yes,0,21,39.7994974842648,Higher,Lower,Lower,Higher,Neutral,Higher,Lower,Lower,Lower,Lower,1,2,1,2,,2,2,2,1,2,Left,3,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
395,11694869,35,Above 32,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Right,6,Conservative,40,19,32,37,60,passed,Yes,Yes,2,29,13.305637902783918,Neutral,Neutral,Lower,Higher,Higher,Neutral,Higher,Higher,Neutral,Higher,,,1,1,1,,1,1,,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
126,11694870,36,Above 32,female,__other,Secondary school up to 16 years (GCSEs or equivalent),ISCED 0-2,Extremely left,1,__other,0,0,0,18,0,passed,Yes,Yes,1,34,7.2,Higher,Lower,Higher,Neutral,Lower,Higher,Lower,Lower,Higher,Neutral,2,2,2,,2,2,2,2,1,,Left,3,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
125,11694871,34,Above 32,male,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly left,3,Labour,7,76,59,71,3,passed,Yes,Yes,3,25,31.7011040817193,Higher,Lower,Lower,Higher,Higher,Lower,Neutral,Lower,Neutral,Lower,1,1,1,1,1,1,,1,,2,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
118,11694874,30,25-31,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Slightly left,3,Labour,49,74,66,29,0,passed,Yes,Yes,1,22,26.717784339274843,Higher,Lower,Neutral,Higher,Higher,Higher,Lower,Lower,Neutral,Lower,2,1,,1,1,2,2,2,,1,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
138,11694876,20,18-24,female,At university,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Left,2,Green,0,72,22,100,0,passed,Yes,Yes,2,29,40.350464681339176,Higher,Lower,Lower,Higher,Higher,Higher,Lower,Lower,Neutral,Lower,2,1,2,1,1,2,2,1,,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
358,11694877,21,18-24,female,At university,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly left,3,Labour,20,72,80,86,0,passed,Yes,Yes,0,19,34.83446569132359,Higher,Lower,Higher,Higher,Higher,Higher,Lower,Lower,Lower,Neutral,1,2,1,2,1,2,2,1,1,,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
143,11694879,21,18-24,male,At university,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Extremely left,1,Green,0,65,55,70,0,passed,Yes,Yes,3,21,31.400636936215164,Higher,Lower,Lower,Neutral,Neutral,Higher,Lower,Lower,Lower,Neutral,2,2,1,,,2,2,2,1,,Left,3,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
124,11694880,34,Above 32,male,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Right,6,Reform UK,41,22,49,58,85,passed,Yes,Yes,1,34,20.73644135332772,Neutral,Neutral,Higher,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Lower,,,1,,,,,,,1,Right,2,Lower,Higher,Higher,Lower,Higher,Higher,Higher,Higher,Higher,Higher
121,11694881,21,18-24,female,Employed,"Bachelors degree (BA, BSc., BEd., BEng.)",ISCED 5-8,Left,2,Labour,10,88,77,100,0,passed,Yes,Yes,1,13,41.5884599378241,Higher,Lower,Neutral,Neutral,Higher,Higher,Lower,Higher,Neutral,Lower,2,2,,,1,2,2,2,,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
386,11694884,34,Above 32,female,Employed,"Masters Degree, M.Phil, Post-Graduate Diplomas and Certificates",ISCED 5-8,Slightly left,3,Labour,24,75,50,50,50,passed,Yes,Yes,0,12,16.129476122924764,Higher,Lower,Higher,Higher,Higher,Higher,Lower,Lower,Lower,Higher,1,2,2,1,1,2,2,1,1,1,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
384,11694885,33,Above 32,female,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly left,3,Labour,25,63,52,61,2,passed,Yes,Yes,0,23,23.58474082961269,Higher,Lower,Lower,Higher,Higher,Higher,Lower,Lower,Lower,Lower,2,1,1,1,1,1,1,1,1,1,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
122,11694887,19,18-24,male,Employed,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Slightly left,3,Liberal Democrat,21,17,86,4,28,passed,Yes,Yes,2,33,28.49140221189543,Higher,Lower,Higher,Higher,Lower,Neutral,Neutral,Lower,Higher,Lower,1,2,1,1,1,,,2,1,2,Left,1,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
388,11694888,34,Above 32,male,__other,"Higher secondary or further education (A-levels, T-levels, BTEC, International Baccalaureate or equivalent)",ISCED 3-4,Left,2,Labour,5,55,65,60,10,passed,Yes,Yes,0,24,25.96150997149434,Higher,Higher,Lower,Higher,Neutral,Higher,Lower,Lower,Higher,Higher,1,1,1,2,,2,1,1,1,1,Left,2,Higher,Lower,Lower,Higher,Lower,Lower,Lower,Lower,Lower,Higher
